"ResponseId","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q26","Q27","Q28","Q29","Q30","Age.Group","Country.of.Subsidiary","Gender","Locale"
"R_SObiZ8TzlxIIPaV",3,4,4,5,5,5,5,4,4,3,4,4,5,5,4,5,NA,5,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,5,"3,5,6","25 to less than 35","Germany","Female","Germany"
"R_10wJBSGTV1NpC4C",4,5,5,4,5,5,5,5,2,2,4,4,4,5,4,5,NA,5,3,3,4,2,3,3,5,2,5,3,3,4,4,2,2,2,4,4,5,"3,5,6","25 to less than 35","Colombia","Female","Colombia"
"R_1k2d3E5OxjWzNQs",3,4,3,4,4,4,5,5,3,3,5,4,3,4,5,3,NA,NA,NA,4,3,2,4,4,3,3,5,3,3,5,5,5,4,2,5,5,7,"2,3,4","25 to less than 35","India","Male","India"
"R_2saOzd73d5Mkfg2",4,4,4,4,5,5,4,5,3,4,3,3,4,5,4,4,NA,2,NA,4,3,4,4,5,5,4,4,5,4,5,4,5,4,4,6,6,8,"3,5,6","25 to less than 35","Colombia","Male","Colombia"
"R_3O21tMrkMzPBodd",5,5,4,5,4,5,3,5,3,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,"1,3,6","25 to less than 35","Peru","Female","Peru"
"R_2dzhiZ4qkidULzk",5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,NA,5,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,5,"1,5,6","45 to less than 55","Germany","Female","Germany"
"R_V38VQ592osHE2Pv",5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,2,3,NA,4,4,3,4,5,5,5,5,5,5,5,5,5,5,2,4,5,8,"1,2,3","35 to less than 45","Brazil","Male","Brazil"
"R_2wHnPPNZBBTGK35",4,5,3,4,4,5,5,4,3,4,4,5,5,5,5,5,NA,5,4,4,1,3,1,4,2,3,2,NA,2,5,4,5,4,4,4,2,7,"1,3,5","45 to less than 55","Germany","Male","Germany"
"R_3wUpdrPWNRuEvjr",2,5,3,3,4,5,5,4,4,4,5,4,5,5,5,5,2,2,NA,2,2,1,2,5,4,5,4,4,3,4,5,5,5,2,2,4,5,"1,2,3","35 to less than 45","Argentina","Female","Argentina"
"R_3JCKtErtnwzVO7x",4,5,4,4,5,4,4,4,4,4,4,4,5,5,5,3,NA,5,3,4,4,2,2,5,5,5,4,4,3,4,3,3,5,4,4,4,8,"2,3,5","55 years or over","Ireland","Male","Ireland"
"R_06srkl7HU8Pf14Z",3,5,4,5,4,4,4,5,4,3,4,5,4,4,5,4,NA,4,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,2,4,6,5,"1,2,3","35 to less than 45","Taiwan","Male","Taiwan"
"R_1JJFnsCViU4kSto",5,5,3,4,4,5,5,5,4,4,4,4,5,5,5,5,4,2,5,5,4,3,4,4,4,4,5,5,4,4,4,4,4,7,4,5,4,"1","35 to less than 45","Guatemala","Male","Guatemala"
"R_3MrldeDdTe975d0",5,3,3,4,3,5,5,4,3,4,5,5,5,5,5,5,NA,NA,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,"1,2,3","35 to less than 45","Germany","Male","Germany"
"R_tGkLuG5TPdXA98J",4,5,3,5,5,5,5,5,3,4,5,4,5,5,5,5,NA,2,NA,4,5,1,2,5,5,5,5,5,5,5,5,5,5,4,1,4,8,"1,2,3","25 to less than 35","USA","Female","USA"
"R_1rOArehreQBMH0e",4,5,4,3,4,4,5,4,3,5,3,4,5,5,4,4,2,NA,4,4,3,2,1,4,3,3,2,2,4,5,3,4,5,4,4,5,8,"1,3,4","45 to less than 55","Germany","Male","Germany"
"R_10MifdH2ohy6OIo",4,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,NA,5,4,4,4,5,4,5,5,5,5,5,4,4,5,4,4,2,4,4,7,"2,5,6","35 to less than 45","Peru","Male","Peru"
"R_eG44HFHolgQ5Y4N",4,5,5,3,3,4,4,3,4,3,3,4,4,4,4,4,NA,2,4,4,4,4,4,4,5,3,4,5,4,3,4,5,4,4,5,6,8,"2,5,6","35 to less than 45","India","Male","India"
"R_2WUQVJAxdKcHeW3",4,5,3,4,3,4,4,3,4,5,4,4,5,5,5,5,NA,5,NA,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,8,"1,3,5","25 to less than 35","USA","Male","USA"
"R_e2p4fnTv4UIV4Rj",4,4,3,4,4,4,4,4,4,3,4,4,5,4,4,4,NA,5,4,4,4,4,3,5,5,4,4,4,5,4,5,5,4,2,4,2,8,"1,3,4","35 to less than 45","Germany","Male","Germany"
"R_2uIFlqsFG8C6KwE",4,4,3,3,3,4,4,4,3,3,3,3,4,4,4,4,NA,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,6,8,"1,5,6","35 to less than 45","Colombia","Female","Colombia"
"R_2tsWzcIozZ1GTRB",4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,3,1,1,1,5,4,5,5,4,4,4,5,4,4,2,4,4,8,"2,3,6","55 years or over","USA","Female","USA"
"R_1j6TzLDQqQJ82J7",4,4,4,3,4,5,5,5,1,2,3,4,5,5,5,5,NA,NA,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,7,"2,5","less than 25","Peru","Male","Peru"
"R_3RaA3kSpR3g65zX",5,5,5,4,4,3,5,4,3,5,4,4,4,4,4,4,5,NA,NA,3,4,4,3,5,5,5,5,3,4,5,5,5,5,2,4,2,7,"1,3,6","35 to less than 45","Germany","Female","Germany"
"R_1cZickvZemxDdSK",5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,NA,5,NA,5,5,4,3,4,5,4,5,5,5,4,4,5,5,4,5,5,8,"1,3,5","25 to less than 35","USA","Male","USA"
"R_0rjFImM8LOGSao9",4,4,4,4,2,4,4,3,2,4,2,4,5,5,5,4,NA,2,3,2,1,3,3,5,5,5,5,5,5,5,5,5,5,2,5,5,8,"3,5","45 to less than 55","USA","Male","USA"
"R_Y5Nknc2CBzMZBRf",4,4,3,4,3,4,5,4,4,4,4,4,5,5,5,5,NA,5,5,4,4,4,4,5,4,3,2,2,5,5,5,5,5,4,5,4,8,"1,2,3","45 to less than 55","Brazil","Male","Brazil"
"R_7PvDRZAdc4CZdw5",4,4,3,4,3,4,5,4,3,3,5,5,5,5,5,5,NA,2,4,3,2,2,1,5,5,5,5,5,5,5,5,5,5,4,4,2,8,"1,7","45 to less than 55","Spain","Female","Spain"
"R_3mZhO2gMyVwNSQF",4,4,4,4,3,4,4,4,3,3,4,4,5,5,5,5,NA,NA,2,3,4,5,5,5,5,5,5,5,5,4,5,5,5,2,6,5,8,"1,4,5","35 to less than 45","Germany","Female","Germany"
"R_2ZBlfZvNGlC7UrV",4,5,3,4,3,3,4,2,4,4,4,4,5,5,4,5,NA,1,4,3,4,4,4,5,5,3,5,4,4,5,4,4,4,2,4,5,7,"1,2,3","45 to less than 55","Germany","Female","Germany"
"R_3RgrX7cbyhD3QBk",5,5,4,5,4,5,5,3,5,5,5,4,5,5,5,5,NA,2,5,4,2,1,1,5,5,5,5,5,5,5,5,5,5,7,2,2,7,"1,3,4","45 to less than 55","Germany","Female","Germany"
"R_eJT6mbN1hxVad5D",4,3,5,2,2,4,5,5,3,2,4,2,5,5,5,5,NA,NA,NA,3,1,2,2,5,5,5,5,5,5,5,5,5,5,4,2,4,7,"1,3,5","25 to less than 35","USA","Male","USA"
"R_p4LHnwKiqpWe5MJ",5,4,4,5,4,5,5,5,4,5,5,5,4,4,5,4,NA,5,NA,3,5,3,3,5,5,5,5,5,5,5,5,5,5,4,5,2,7,"1,2,3","55 years or over","United Kingdom","Female","United Kingdom"
"R_yF6MFf77zkdfKQ9",4,4,4,4,4,4,5,5,3,3,3,3,4,4,4,4,3,3,4,4,4,4,3,5,5,3,5,5,3,4,5,5,5,4,4,2,7,"1,2,3","25 to less than 35","Ecuador","Female","Ecuador"
"R_22lgP9u2nRYVPmI",2,5,3,4,4,5,5,4,5,5,5,4,5,5,5,4,NA,5,4,4,4,2,2,5,4,4,4,3,4,5,5,5,5,5,5,4,7,"2,4,6","25 to less than 35","Italy","Female","Italy"
"R_2EuaH0scfgKyUg4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,8,"1,3,6","25 to less than 35","Peru","Male","Peru"
"R_OHTTGQyMRQJUOMV",4,4,3,4,4,5,4,4,4,4,3,4,5,4,4,4,4,5,4,3,2,2,2,4,5,3,3,3,3,5,5,5,5,2,4,4,7,"1,3,5","45 to less than 55","Spain","Female","Spain"
"R_32IMJ49JEfGcRlm",3,5,5,4,3,5,4,5,2,3,5,3,5,5,5,5,NA,NA,5,4,1,1,1,5,5,5,3,2,2,5,3,5,5,5,6,4,8,"1,3,5","35 to less than 45","USA","Male","USA"
"R_2QRSl7XwPMKbZHW",5,5,5,5,5,4,4,5,4,5,5,5,5,5,4,5,NA,5,5,5,5,5,5,5,2,4,2,3,5,5,5,5,5,7,5,5,4,"6,7","less than 25","China","Female","China"
"R_273au2gcSMfLVg3",3,4,1,3,3,4,4,NA,2,3,4,3,5,5,5,5,1,5,3,4,1,2,2,4,4,4,4,4,4,4,4,4,4,2,1,4,1,"3,5,6","55 years or over","USA","Female","USA"
"R_p4YB2RrFupXMCIx",3,3,2,3,1,4,4,4,3,3,4,3,4,4,4,3,NA,5,3,3,1,2,3,4,4,4,4,4,5,3,4,4,5,4,5,5,8,"6","55 years or over","Colombia","Male","Colombia"
"R_1jpJi7r1xKpsBqL",3,5,2,4,1,4,5,3,3,2,2,2,5,5,4,4,NA,4,NA,2,1,1,2,4,5,4,5,5,5,2,2,3,4,2,2,1,8,"3,5,6","25 to less than 35","USA","Female","USA"
"R_2doR6zCtmGTzkIz",5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,1,5,NA,5,2,3,2,5,5,5,5,5,5,5,5,5,5,5,6,4,8,"1,2,3","45 to less than 55","Germany","Male","Germany"
"R_2rkdwDH4hQEt23W",2,2,4,1,2,5,1,1,5,4,2,2,5,4,5,4,7,2,3,1,1,3,3,5,5,1,5,5,5,5,5,5,5,1,1,5,8,"5,6","45 to less than 55","Germany","Male","Germany"
"R_1hzpOGTFeXdrLdZ",4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,5,"2,3,5","less than 25","China","Male","China"
"R_3OqCFSlcwrpye8s",2,3,2,3,2,2,3,3,2,2,3,2,4,4,4,4,NA,2,NA,2,1,1,1,4,5,3,3,3,4,5,5,5,5,2,2,4,7,"1,3,5","25 to less than 35","USA","Female","USA"
"R_1IFoLqOGcr1JiQQ",4,4,3,3,4,4,5,4,4,5,5,5,5,5,5,4,7,2,4,4,1,3,2,5,5,4,4,3,4,5,4,4,4,5,4,2,7,"1,3,5","25 to less than 35","Germany","Male","Germany"
"R_b2iIiQ2nvjvpchr",4,5,3,5,4,3,5,4,3,4,3,2,4,4,4,4,7,3,5,3,1,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,5,"3,4,7","35 to less than 45","USA","Female","USA"
"R_2wAIZe7vzekQ2LB",4,4,2,3,3,4,5,3,3,4,5,5,5,5,5,5,NA,5,3,2,1,2,2,4,4,4,5,5,5,2,5,3,4,2,4,4,7,"1,5,6","25 to less than 35","France","Male","France"
"R_2aaGN0Ia4V31tK6",3,4,3,4,1,4,4,4,3,3,5,4,5,5,5,3,2,5,4,3,4,5,5,5,5,3,5,5,5,4,5,4,4,4,5,5,8,"2,3,6","25 to less than 35","Brazil","Female","Brazil"
"R_1LtwVH6fd5m0XP2",5,5,4,5,3,5,5,5,5,3,5,4,5,5,5,5,NA,5,NA,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,6,4,8,"1,2,3","25 to less than 35","Brazil","Female","Brazil"
"R_1BTfOomJBqmWLvz",5,5,4,4,4,5,5,4,5,5,5,4,5,5,4,4,NA,5,2,4,2,4,4,4,5,5,4,5,4,5,5,4,4,4,5,6,8,"2,3,6","45 to less than 55","Italy","Female","Italy"
"R_2EmaCY6MfYggpKR",4,4,4,3,3,4,4,4,4,2,4,4,5,5,5,4,3,2,3,3,2,3,3,5,4,4,5,4,4,4,5,5,5,2,4,4,7,"5,6","45 to less than 55","Chile","Female","Chile"
"R_1rPUipwhSis2edP",5,5,3,5,5,4,5,3,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,4,4,5,4,4,4,4,4,5,5,5,3,2,4,1,4,"2,5,6","25 to less than 35","China","Female","China"
"R_XRQICvCFNG1csEx",4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,NA,NA,NA,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,7,"1,3,5","25 to less than 35","China","Female","China"
"R_3ezfswAU6GmTGeT",3,3,3,3,4,4,4,3,1,1,1,1,4,4,4,4,NA,2,5,3,2,3,3,5,4,4,5,5,5,4,5,5,5,2,2,5,7,"3,5,6","55 years or over","Colombia","Male","Colombia"
"R_zfkb5NPeTUzGtTb",3,3,3,2,3,4,4,4,1,1,1,2,4,4,4,4,NA,NA,5,3,3,3,2,5,4,4,5,5,5,5,5,5,5,2,2,5,7,"3,5,6","45 to less than 55","Colombia","Male","Colombia"
"R_30cphHM46wnuRWx",5,5,4,4,3,3,4,4,3,1,5,4,4,4,4,4,NA,2,NA,1,1,3,3,4,4,4,4,4,3,3,3,3,3,4,4,5,7,"1,5","35 to less than 45","Guatemala","Female","Guatemala"
"R_2YxC29Xw9j2jlG1",4,3,3,3,1,4,5,3,4,3,3,1,4,5,4,3,7,2,NA,4,1,2,1,5,5,5,5,5,5,5,5,5,5,2,4,2,8,"5,6","45 to less than 55","Chile","Male","Chile"
"R_RnrIbbQX3H3FUnT",5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,4,NA,5,5,4,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"3,4,5","35 to less than 45","USA","Female","USA"
"R_2VgzKvMbmqBTiPg",4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,NA,5,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,"1,3,5","35 to less than 45","USA","Male","USA"
"R_2aDgKochIMOi6je",3,3,3,3,3,3,3,4,2,3,3,3,4,4,4,4,NA,5,NA,3,3,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,5,"2","35 to less than 45","Mexico","Female","Mexico"
"R_1QDFotYyDzawfJx",4,4,3,3,2,3,3,3,1,1,2,2,3,3,4,3,4,5,NA,2,2,2,1,4,4,4,4,4,4,4,4,4,4,2,4,4,7,"1,3,6","45 to less than 55","USA","Female","USA"
"R_3Idxm4ZCkHXal8J",5,5,4,5,5,4,4,4,4,3,5,5,5,5,4,5,NA,NA,NA,3,2,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"1,2,3","45 to less than 55","USA","Female","USA"
"R_O3YEj2aH3cOeiUF",5,5,3,4,3,4,5,4,4,4,4,4,5,5,5,5,NA,5,NA,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,7,"6","25 to less than 35","Colombia","Male","Colombia"
"R_1HiytQCMU6EWZ38",5,5,4,4,3,3,3,3,3,3,3,4,4,4,4,4,2,2,3,3,2,3,3,5,3,4,4,4,4,5,5,5,4,4,4,4,7,"2,3,4","35 to less than 45","Brazil","Male","Brazil"
"R_2ro1SE0ilHMJFjq",4,5,4,5,5,4,5,4,4,4,5,4,5,5,5,5,NA,5,5,4,3,3,3,3,4,3,3,3,3,3,3,1,1,2,4,6,8,"1,2,3","45 to less than 55","USA","Female","USA"
"R_3fR3ELSgB3xdJdf",4,4,4,4,4,4,5,4,3,4,3,3,4,4,4,4,NA,NA,NA,4,3,4,4,4,3,4,4,3,3,3,4,3,4,2,2,4,8,"3,6,7","35 to less than 45","Brazil","Male","Brazil"
"R_2YLXZ0zQdFjqUQP",5,5,4,3,3,5,5,4,2,1,5,4,5,5,5,5,7,5,5,5,3,2,2,5,5,4,5,5,5,4,5,5,5,2,4,4,5,"1,2","25 to less than 35","Brazil","Female","Brazil"
"R_3EsfpxwCzbupuzQ",4,4,4,4,3,4,4,4,4,2,3,4,5,5,5,4,4,2,NA,4,2,3,1,5,5,5,5,5,5,5,5,5,5,4,4,2,8,"1,3,6","45 to less than 55","USA","Female","USA"
"R_1N4I3tmOvKOYR7H",4,3,3,4,3,3,2,3,2,3,2,4,4,3,3,2,NA,5,2,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,7,"2,3,6","45 to less than 55","USA","Female","USA"
"R_2TYmcFt3VUKTbUY",5,4,4,4,5,3,5,5,1,3,4,4,5,4,4,4,NA,3,NA,5,1,1,1,3,4,2,3,3,5,5,3,5,5,5,1,4,1,"5,7","35 to less than 45","USA","Male","USA"
"R_BRm4ushBrDLN8eB",4,4,3,3,3,4,3,3,3,3,1,2,5,5,5,5,7,5,NA,3,3,1,2,5,5,5,5,5,5,5,5,5,5,4,2,2,5,"1,3,6","35 to less than 45","USA","Male","USA"
"R_2tEbXvYaWxdThAq",3,4,4,3,4,4,4,3,2,4,2,2,5,5,5,5,NA,2,NA,4,3,3,2,4,5,4,5,4,4,3,4,5,5,5,5,4,7,"1,4,5","25 to less than 35","USA","Male","USA"
"R_29g1pjmVuCZJiVi",5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,NA,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,6,8,"1,3,6","55 years or over","USA","Female","USA"
"R_2OSTZNA4LwCkGbn",4,5,5,4,4,4,5,5,4,4,4,4,3,4,4,4,NA,5,NA,4,4,5,5,5,5,4,5,5,4,5,5,5,5,2,4,5,5,"1,3,5","25 to less than 35","China","Male","China"
"R_32RDmTe3scgwboe",4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,NA,NA,5,3,3,2,3,5,4,4,4,4,4,4,4,4,4,2,4,4,5,"1,2,3","45 to less than 55","Taiwan","Male","Taiwan"
"R_vigqilE49Dl2ZfX",3,3,4,3,3,4,4,4,3,3,4,3,5,5,5,4,NA,5,5,3,3,4,4,4,4,4,4,4,4,5,4,5,5,2,5,5,7,"2,5,6","35 to less than 45","Mexico","Female","Mexico"
"R_BQEUE3ebm7w7FbX",4,4,3,4,3,5,4,5,5,4,5,5,5,5,5,4,NA,2,NA,4,2,3,3,5,5,4,5,5,5,4,4,5,5,4,5,5,7,"1,2,6","55 years or over","Colombia","Female","Colombia"
"R_2SC8JzbiURy6hR3",4,5,5,4,5,5,5,4,4,5,5,5,5,5,5,3,NA,5,2,4,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,2,7,"1,2,3","35 to less than 45","India","Male","India"
"R_2wnLXHA0fdJ7Xgq",5,5,4,4,4,5,5,5,5,5,4,4,4,5,5,5,3,2,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,7,"1,3,5","35 to less than 45","India","Male","India"
"R_3jed4B4Liob8F0v",3,3,3,4,4,4,4,4,4,3,4,4,5,5,5,4,4,2,4,5,2,2,2,5,5,5,5,5,5,5,5,5,5,4,2,5,7,"1,5,6","45 to less than 55","Argentina","Female","Argentina"
"R_3Krb1FtP47paAwb",5,5,4,3,4,5,4,4,3,4,4,4,5,5,5,3,NA,5,5,4,4,4,4,4,3,2,3,3,3,2,3,2,2,4,5,5,7,"1,6,7","25 to less than 35","Mexico","Female","Mexico"
"R_2TL8dZzoxMBmrtr",4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,NA,5,3,3,3,2,2,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"1,2,6","45 to less than 55","USA","Male","USA"
"R_1rDfv9ug8oC391S",4,5,3,4,4,4,4,4,3,5,4,3,5,5,5,5,4,5,3,4,4,4,4,5,3,3,3,3,3,4,5,5,5,2,4,4,5,"5","45 to less than 55","USA","Female","USA"
"R_vvkpJAboTGBvZnj",3,4,3,3,1,3,4,3,3,3,4,3,5,5,4,5,NA,5,5,3,3,3,3,4,4,3,5,4,3,5,5,5,5,4,5,6,5,"1,3,5","35 to less than 45","USA","Male","USA"
"R_1hGykaUbiUhEa75",4,5,5,5,4,5,5,5,4,4,4,5,5,5,5,4,2,5,NA,5,4,3,3,5,5,4,5,5,5,4,5,5,5,5,5,4,7,"1,2,3","45 to less than 55","Germany","Female","Germany"
"R_yDbXwsg3uWFNHNv",4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,NA,5,5,3,3,4,2,4,4,4,4,4,4,4,4,4,4,2,4,5,8,"1,2,3","45 to less than 55","USA","Male","USA"
"R_tKRCfzAWmAvnnZn",4,4,4,3,3,5,4,4,2,4,4,3,5,5,5,4,5,5,NA,3,3,2,2,5,5,4,5,5,5,5,5,5,5,2,4,4,8,"1,2,6","55 years or over","Mexico","Male","Mexico"
"R_Dog8SJRveFc92kV",5,5,4,4,2,4,4,4,2,1,4,4,5,5,4,4,1,NA,3,4,3,2,2,3,3,2,3,3,3,4,3,2,2,2,5,5,8,"5","45 to less than 55","Guatemala","Female","Guatemala"
"R_3PczFjMTCdPeOtI",4,4,3,3,4,4,5,5,4,4,3,4,5,5,5,4,5,5,5,5,2,4,4,5,5,4,4,4,4,4,5,5,5,2,4,2,8,"1,2,6","35 to less than 45","USA","Male","USA"
"R_1joXmsdQLsvYPce",5,5,3,2,2,5,4,2,1,1,4,3,5,5,5,5,NA,5,5,4,4,4,4,4,4,4,4,2,2,4,3,3,3,4,5,5,8,"3,5,6","35 to less than 45","Brazil","Male","Brazil"
"R_1ghVuNGJ4Dy8TyD",4,4,4,3,3,4,3,4,4,2,3,3,4,4,4,4,NA,5,NA,4,2,3,3,5,5,4,5,4,5,5,5,5,5,4,5,5,5,"1,2,3","45 to less than 55","USA","Female","USA"
"R_9LVYi4iS6y7OGjf",4,5,4,3,4,4,4,4,2,3,3,3,4,3,3,3,4,NA,3,5,3,3,2,2,2,1,2,1,2,3,2,1,1,2,4,2,7,"1,2,3","55 years or over","USA","Male","USA"
"R_1EYal9EAaBZ9kO4",2,3,3,3,1,3,3,2,3,3,2,3,5,5,5,4,NA,5,3,2,1,3,1,4,2,4,5,4,5,4,5,3,3,7,5,5,4,"3","55 years or over","USA","Male","USA"
"R_3qwB4FLUBnqOPe6",5,4,4,3,5,3,3,3,3,2,3,4,5,4,4,4,4,4,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,4,4,5,8,"1,2,3","55 years or over","Ireland","Male","Ireland"
"R_UW2aMbRVtFiew2B",5,4,4,4,2,3,5,2,3,3,5,3,5,5,5,5,NA,3,4,5,1,4,2,5,1,5,5,1,3,3,4,4,3,4,4,4,8,"2,5,6","less than 25","USA","Male","USA"
"R_2AYCHiP8S7lDIJD",3,4,2,4,4,4,4,4,4,4,4,3,5,4,4,3,NA,5,5,3,3,3,2,5,2,4,5,2,3,4,5,4,4,2,4,4,8,"2,3,6","45 to less than 55","USA","Male","USA"
"R_1fiPU9XHtQzi0fc",4,4,4,4,3,4,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,7,"2,3,5","25 to less than 35","Panama","Female","Panama"
"R_3GE6GibLW9hXrzc",4,4,3,4,3,4,4,3,2,2,3,3,4,4,4,NA,4,2,3,4,4,3,3,4,4,3,4,3,3,3,4,3,4,2,2,6,5,"6","45 to less than 55","Guatemala","Male","Guatemala"
"R_1dc2RkfyNVIteZ3",4,4,3,4,4,3,4,4,4,3,3,4,5,5,4,4,NA,NA,NA,4,3,3,3,5,5,5,5,5,5,5,5,5,5,2,4,5,7,"1,5,6","35 to less than 45","USA","Male","USA"
"R_2fHdSZHhC65KOML",4,4,5,5,1,3,3,4,4,1,3,3,5,4,4,4,7,5,NA,1,1,2,1,4,5,4,3,2,2,3,2,3,2,2,4,2,4,"3","35 to less than 45","Spain","Female","Spain"
"R_1mFsOUU7aLLzAwJ",5,5,4,4,5,5,5,5,4,4,5,3,5,5,5,5,NA,2,NA,2,1,2,2,5,4,5,5,4,4,5,5,5,5,2,4,5,5,"3,5,6","45 to less than 55","USA","Female","USA"
"R_10HS8PPPQJbaDdw",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"2,3,6","25 to less than 35","Argentina","Female","Argentina"
"R_2Sq2CEfI94BzMnz",3,3,2,3,2,4,4,3,3,2,2,2,4,4,4,5,3,2,5,2,2,3,2,5,4,3,4,4,3,4,4,4,5,7,2,5,4,"1,2,3","55 years or over","USA","Male","USA"
"R_2EaftV9RlW6zIcB",5,5,4,4,3,5,4,4,4,3,4,4,4,5,4,4,NA,NA,3,2,1,2,2,5,5,5,5,5,5,5,5,5,5,4,5,5,8,"1,2,3","25 to less than 35","Brazil","Female","Brazil"
"R_20PDzozGOAXaiCd",4,4,3,4,3,4,4,4,3,4,3,3,5,5,5,5,NA,2,5,4,3,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,8,"2,3,6","35 to less than 45","Colombia","Male","Colombia"
"R_2trtOjsve4OZPEE",4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,NA,1,4,4,4,4,4,5,5,4,5,5,5,5,4,5,5,5,6,4,8,"1,2,3","35 to less than 45","France","Female","France"
"R_2RQTYVlm6dmoa27",1,3,1,1,3,2,3,1,1,1,3,1,4,4,4,4,6,5,3,1,1,3,2,3,5,3,3,3,2,2,3,3,4,4,1,2,7,"1,3,5","35 to less than 45","Germany","Male","Germany"
"R_1iqbCsgrdJdPKMV",4,4,4,3,3,4,4,4,2,3,2,3,5,5,5,4,NA,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,2,4,5,8,"2,3,5","45 to less than 55","USA","Female","USA"
"R_BSv32yQNfuzePe1",4,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,2,3,3,3,2,2,5,5,4,4,5,4,4,5,4,4,1,1,2,1,"3,4,6","55 years or over","USA","Male","USA"
"R_2e9EFjkSLhZLcE8",4,4,3,4,3,5,5,3,5,5,4,5,4,3,3,2,NA,5,NA,3,4,4,3,4,4,4,4,2,2,3,3,3,3,2,5,4,8,"3,4,5","25 to less than 35","Mexico","Female","Mexico"
"R_AHvAnnHqPP4zYB3",4,5,3,4,4,3,4,5,4,3,3,4,5,5,5,4,NA,5,3,5,3,2,2,4,5,4,5,5,5,5,5,5,5,7,2,2,8,"2,3,4","55 years or over","USA","Female","USA"
"R_2UYJ2A2rnoYPAGQ",5,5,5,4,4,4,5,4,4,5,4,4,5,4,4,3,NA,5,4,4,3,4,2,5,5,3,2,3,5,4,4,3,3,4,4,5,8,"2,3,6","35 to less than 45","USA","Female","USA"
"R_3Mhrginh3SDr2DS",4,4,3,3,3,5,4,3,4,5,4,4,3,4,4,3,1,NA,NA,3,1,3,3,5,4,3,5,5,5,4,3,3,4,2,4,5,5,"6","35 to less than 45","Panama","Female","Panama"
"R_viOsYgK1GRqLWJr",4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,3,3,4,5,4,5,5,5,5,5,5,5,5,4,5,5,8,"5","55 years or over","Panama","Female","Panama"
